ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
73311,11601,Kacper Łukasiak,M,64,68,57,63,65,50,60,67,69,64,58,59,52,47,55,61,65,53,65,63,63,64,65,68,62,66,61,44,53,50,54,51,60,63,58,59,CAM,3,3,Right,"180cm / 5'11""",73kg / 161lb,['CM'],22,Poland,PKO BP Ekstraklasa,GKS Katowice,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kacper-ukasiak/73311,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73311_en.webp
184040,11602,Martin Hansen,M,64,62,63,61,64,50,63,51,48,15,20,46,16,13,14,8,48,13,13,11,14,13,48,51,66,23,56,24,12,23,14,14,64,33,67,24,GK,3,1,Right,"188cm / 6'2""",85kg / 187lb,,35,Denmark,3F Superliga,Odense BK,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-hansen/184040,62,63,61,63,64,https://ratings-images-prod.pulse.ea.com/FC26/components/items/184040_en.webp
192126,11603,Nabil Bahoui,M,64,67,64,63,65,35,69,66,67,61,65,64,64,63,64,63,63,65,63,62,72,65,61,61,60,66,68,32,64,32,34,20,75,67,75,55,ST,4,3,Right,"188cm / 6'2""",84kg / 185lb,['LM'],35,Sweden,Allsvenskan,Brommapojkarna,"['Gamechanger', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nabil-bahoui/192126,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/192126_en.webp
205352,11604,Jordan Archer,M,64,64,63,64,64,43,65,43,42,11,16,48,13,11,28,15,31,13,30,26,20,20,50,40,54,24,38,16,16,15,18,14,58,27,57,25,GK,2,1,Right,"191cm / 6'3""",80kg / 176lb,,32,Scotland,EFL Championship,Portsmouth,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-archer/205352,64,63,64,65,64,https://ratings-images-prod.pulse.ea.com/FC26/components/items/205352_en.webp
222477,11605,Louis Reed,M,64,60,54,62,62,59,66,58,62,54,50,64,55,48,58,56,64,61,64,64,59,57,81,86,59,61,59,64,55,56,60,57,68,81,58,68,CDM,3,3,Right,"173cm / 5'8""",68kg / 150lb,"['CM', 'CB']",28,England,EFL League One,Mansfield Town,"['Incisive Pass', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/louis-reed/222477,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222477_en.webp
238489,11606,Tim Boss,M,64,67,62,60,64,48,62,47,49,11,9,45,11,10,33,9,52,18,29,28,13,16,48,48,63,21,37,19,8,15,9,9,61,29,67,31,GK,3,1,Right,"186cm / 6'1""",79kg / 174lb,,32,Germany,Bundesliga 2,SV Elversberg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tim-boss/238489,67,62,60,62,64,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238489_en.webp
243016,11607,Alberto Soro,M,64,73,58,60,68,44,60,74,72,58,56,65,56,55,53,58,60,57,62,60,59,66,77,71,65,68,62,32,49,44,47,56,63,61,60,56,RW,3,3,Left,"173cm / 5'8""",63kg / 139lb,"['RM', 'LW']",27,Spain,SUPERLIGA,FC Dinamo 1948,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-soro/243016,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243016_en.webp
246788,11608,Fernando Arismendi,M,64,69,56,63,65,49,61,66,72,65,54,64,57,45,48,59,64,57,66,63,64,64,72,70,56,65,65,42,45,48,57,49,58,64,62,55,RM,3,3,Right,"175cm / 5'9""",70kg / 154lb,"['CM', 'RW']",35,Uruguay,Sudamericana,GV San José,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fernando-arismendi/246788,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246788_en.webp
259669,11609,Ryan Duncan,M,64,77,58,60,67,41,60,69,84,57,54,66,61,56,45,56,62,40,64,55,67,64,75,79,64,68,61,30,54,38,46,41,61,70,59,52,CAM,3,4,Left,"185cm / 6'1""",70kg / 154lb,"['CM', 'RW']",22,Scotland,Scottish Prem,Aberdeen,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-duncan/259669,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259669_en.webp
263271,11610,Aidomo Emakhu,M,64,82,60,55,65,38,63,83,81,61,63,57,56,54,60,54,53,51,58,52,53,66,68,59,58,65,60,39,55,34,36,33,75,61,67,50,LM,3,3,Right,"180cm / 5'11""",82kg / 181lb,['LW'],22,Republic of Ireland,EFL Championship,Millwall,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aidomo-emakhu/263271,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263271_en.webp
263637,11611,Lennard Hartjes,M,64,71,45,62,68,57,60,74,68,56,42,51,40,44,52,55,67,45,67,66,47,66,75,79,63,70,57,61,60,55,55,58,68,66,55,63,CM,3,3,Right,"170cm / 5'7""",63kg / 139lb,['CDM'],22,Holland,Eredivisie,Excelsior,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lennard-hartjes/263637,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263637_en.webp
264245,11612,Kaito Mizuta,M,64,71,59,59,69,46,59,73,70,62,59,61,54,61,62,57,61,43,64,53,57,70,81,67,61,67,55,43,47,48,48,36,60,73,56,49,CAM,4,3,Right,"182cm / 6'0""",71kg / 157lb,"['CM', 'LM']",25,Japan,3. Liga,Rot-Weiss Essen,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kaito-mizuta/264245,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264245_en.webp
271507,11613,Dembo Sylla,M,64,73,51,56,67,56,60,78,69,58,55,50,45,50,39,65,43,40,60,60,56,67,76,78,58,64,55,57,50,52,63,52,63,71,54,60,RM,3,3,Right,"175cm / 5'9""",72kg / 159lb,['RB'],23,Guinea,Ligue 2 BKT,Red Star FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dembo-sylla/271507,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271507_en.webp
273712,11614,Georgios Kanellopoulos,M,64,69,57,60,66,52,59,68,69,59,59,56,58,45,47,49,58,53,68,66,54,65,70,74,63,66,60,59,48,39,60,56,57,67,57,52,CM,3,3,Right,"185cm / 6'1""",75kg / 165lb,,26,Greece,Finnliiga,HJK Helsinki,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgios-kanellopoulos/273712,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273712_en.webp
274342,11615,Ronald Bustos,M,64,73,53,54,60,58,65,72,74,54,55,62,44,38,45,61,49,32,58,55,41,58,65,52,55,64,48,56,59,52,62,63,71,69,67,51,RB,3,2,Right,"186cm / 6'1""",81kg / 179lb,['RM'],22,Bolivia,Sudamericana,GV San José,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ronald-bustos/274342,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274342_en.webp
275253,11616,David Ruiz,M,64,68,49,59,69,61,57,69,67,59,50,48,55,25,39,52,64,31,66,62,38,72,63,64,58,70,59,60,40,61,66,65,49,66,53,59,CM,3,2,Right,"178cm / 5'10""",69kg / 152lb,"['CDM', 'RB']",22,Honduras,MLS,Inter Miami CF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-ruiz/275253,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275253_en.webp
278926,11617,Joseph Nonge,M,64,63,48,64,69,62,57,64,63,63,44,50,51,48,54,58,68,51,68,62,66,68,72,66,59,71,65,64,64,58,64,58,65,55,56,58,CM,4,3,Right,"184cm / 6'0""",70kg / 154lb,"['CAM', 'CDM']",20,Belgium,Trendyol Süper Lig,Kocaelispor,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joseph-nonge/278926,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278926_en.webp
70745,11618,Kazu,M,64,73,46,59,61,60,63,74,73,53,38,54,52,50,59,62,47,58,65,61,46,59,72,68,55,63,48,57,49,60,64,61,64,64,64,59,LB,2,2,Left,"176cm / 5'9""",72kg / 159lb,['LM'],26,Brazil,SUPERLIGA,SC Oțelul Galați,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kazu/70745,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70745_en.webp
76294,11619,Gísli Þórðarson,M,64,71,49,59,62,58,63,70,71,52,45,58,48,45,44,51,61,41,64,63,51,63,64,44,62,65,55,62,44,57,62,58,54,67,58,71,CDM,3,2,Right,"191cm / 6'3""",80kg / 176lb,['CM'],21,Iceland,PKO BP Ekstraklasa,Lech Poznań,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gisli-or-arson/76294,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76294_en.webp
200806,11620,Richard Smallwood,M,64,49,56,64,60,60,73,46,52,58,55,59,57,49,55,63,64,57,65,65,65,57,57,67,65,64,66,60,58,60,62,60,61,84,69,72,CM,2,2,Right,"180cm / 5'11""",72kg / 159lb,['CDM'],35,England,EFL League Two,Tranmere Rovers,"['Intercept', 'Long Ball Pass', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-smallwood/200806,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200806_en.webp
214231,11621,Marcelo Jorquera,M,64,73,39,59,63,58,70,74,72,58,35,45,37,35,40,66,51,39,63,59,56,60,76,59,58,66,60,55,49,56,63,61,69,70,73,62,LB,3,2,Left,"178cm / 5'10""",75kg / 165lb,['LM'],33,Chile,Sudamericana,Deportes Iquique,['Anticipate'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcelo-jorquera/214231,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214231_en.webp
233424,11622,Joao Rojas,M,64,73,64,61,64,48,52,75,72,62,63,66,67,48,67,59,60,67,63,57,68,63,70,75,59,62,59,50,35,52,48,45,48,60,49,48,LM,3,4,Right,"175cm / 5'9""",70kg / 154lb,"['LW', 'RM']",28,Ecuador,Libertadores,Barcelona SC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-rojas/233424,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233424_en.webp
240606,11623,Jack Sparkes,M,64,70,46,61,62,59,64,72,69,56,41,51,50,37,49,67,59,58,61,56,69,61,73,77,59,57,58,59,54,57,61,59,63,78,57,64,LB,3,2,Left,"177cm / 5'10""",63kg / 139lb,['LM'],25,England,EFL League Two,Bristol Rovers,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-sparkes/240606,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240606_en.webp
253538,11624,Luis Demiquel,M,64,74,38,57,63,61,69,75,74,42,26,57,44,31,40,60,50,35,63,55,56,66,70,75,58,56,54,60,47,64,62,64,66,65,70,71,RB,3,2,Right,"185cm / 6'1""",83kg / 183lb,"['CB', 'RM']",26,Bolivia,Sudamericana,Nacional Potosí,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-demiquel/253538,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253538_en.webp
255347,11625,Patrick Metcalfe,M,64,58,56,59,62,57,70,65,53,60,58,56,57,42,49,45,61,44,66,65,56,62,60,55,62,64,57,60,44,58,59,55,58,81,70,61,CM,3,2,Right,"183cm / 6'0""",79kg / 174lb,"['RB', 'RM']",27,Canada,Eliteserien,Fredrikstad FK,['Intercept'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-metcalfe/255347,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255347_en.webp
256429,11626,Leon Hien,M,64,62,59,50,58,63,70,58,66,51,56,66,65,48,50,36,42,57,61,57,40,57,57,61,60,59,56,62,62,61,65,63,75,55,81,60,CB,3,3,Right,"181cm / 5'11""",74kg / 163lb,,24,Sweden,Allsvenskan,Degerfors IF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leon-hien/256429,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256429_en.webp
260772,11627,Wikelman Carmona,M,64,80,59,57,69,39,58,82,78,56,55,70,67,44,38,55,59,51,60,53,59,70,78,80,49,67,54,38,36,47,34,31,59,61,59,50,LM,5,4,Left,"180cm / 5'11""",73kg / 161lb,"['RM', 'CAM', 'LW']",23,Venezuela,MLS,Red Bulls,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wikelman-carmona/260772,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260772_en.webp
269093,11628,Kim Jin Ho,M,64,75,49,47,66,57,68,76,74,59,47,55,46,47,38,62,41,45,48,30,48,68,74,70,62,61,52,59,35,56,64,56,60,85,67,51,RB,3,3,Right,"178cm / 5'10""",74kg / 163lb,['LB'],26,Korea Republic,K League 1,Gwangju FC,['Block'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kim-jin-ho/269093,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269093_en.webp
275003,11629,Abel Paredes,M,64,64,55,56,55,61,71,65,63,60,48,59,62,60,62,64,45,63,56,59,60,48,64,64,59,58,60,60,40,63,66,63,62,71,77,58,LB,2,2,Left,"178cm / 5'10""",77kg / 170lb,['LM'],28,Paraguay,Libertadores,Olimpia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abel-paredes/275003,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275003_en.webp
277377,11630,Claudiu Micovschi,M,64,78,61,58,65,40,60,78,78,62,64,62,56,57,51,60,56,55,61,52,61,63,76,74,62,63,59,39,43,42,40,35,59,70,58,54,LW,3,3,Left,"180cm / 5'11""",72kg / 159lb,"['LM', 'RM']",26,Romania,SUPERLIGA,FC Rapid 1923,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/claudiu-micovschi/277377,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277377_en.webp
74735,11632,Christ Ravynel Inao Oulaï,M,64,74,50,61,69,58,49,76,73,57,53,44,47,50,54,47,64,52,68,67,48,68,84,87,49,67,67,55,42,56,66,62,46,68,38,55,CAM,3,3,Right,"173cm / 5'8""",63kg / 139lb,"['CDM', 'CM']",19,Côte d'Ivoire,Trendyol Süper Lig,Trabzonspor,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christ-ravynel-inao-oulai/74735,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74735_en.webp
77103,11633,Otar Mamageishvili,M,64,62,62,64,66,49,58,61,62,61,61,68,60,50,61,55,63,50,71,70,60,66,60,65,64,68,65,38,55,44,57,58,63,58,61,48,CM,3,3,Right,"180cm / 5'11""",69kg / 152lb,,23,Georgia,Liga Portugal,FC Famalicão,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/otar-mamageishvili/77103,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77103_en.webp
77105,11634,Andrija Bulatović,M,64,63,54,63,61,62,58,61,65,59,53,62,51,45,50,53,64,45,69,67,53,59,56,69,62,65,65,63,57,58,66,60,61,58,57,60,CM,3,2,Right,"180cm / 5'11""",72kg / 159lb,,19,Montenegro,Ligue 1 McDonald's,RC Lens,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrija-bulatovic/77105,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77105_en.webp
79252,11635,Dion Gallapeni,M,64,69,51,63,60,56,62,66,72,57,50,55,52,44,38,66,62,54,65,59,58,58,58,62,60,65,59,57,50,58,56,57,59,72,59,58,LB,2,2,Left,"182cm / 6'0""",73kg / 161lb,['LM'],21,Kosovo,PKO BP Ekstraklasa,Widzew Łódź,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dion-gallapeni/79252,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79252_en.webp
209166,11636,Mustafa Malaeka,M,64,61,62,62,63,47,66,46,48,14,17,47,20,20,24,13,45,20,29,17,14,12,30,53,59,15,55,16,29,15,18,12,66,30,62,18,GK,4,1,Right,"186cm / 6'1""",82kg / 181lb,,39,Saudi Arabia,ROSHN Saudi League,Neom,['Far Throw'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mustafa-malaeka/209166,61,62,62,66,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/209166_en.webp
219467,11637,Bradley Halliday,M,64,77,40,54,60,58,72,75,78,53,33,49,45,30,44,58,52,37,56,52,46,59,75,77,60,56,50,61,52,57,59,58,68,85,68,68,RB,3,2,Right,"180cm / 5'11""",68kg / 150lb,['RM'],30,England,EFL League One,Bradford City,"['Jockey', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bradley-halliday/219467,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/219467_en.webp
221279,11638,Liam Kelly,M,64,69,59,64,67,54,48,70,69,60,57,64,57,52,65,61,63,65,66,66,63,62,90,91,62,64,65,57,40,55,57,53,38,83,32,45,CM,2,3,Right,"163cm / 5'4""",74kg / 163lb,['CDM'],30,Republic of Ireland,EFL League Two,MK Dons,"['Dead Ball', 'Finesse Shot', 'Long Ball Pass', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liam-kelly/221279,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221279_en.webp
223861,11639,Svenn Crone,M,64,75,41,57,63,58,67,75,75,58,37,49,37,42,37,58,56,48,60,56,54,61,79,72,61,61,56,58,50,59,60,59,66,79,61,67,RB,3,2,Right,"182cm / 6'0""",76kg / 168lb,"['LB', 'RM']",30,Denmark,3F Superliga,FC Fredericia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/svenn-crone/223861,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223861_en.webp
224297,11640,Alex Gersbach,M,64,81,35,55,61,57,72,82,81,56,34,36,34,33,33,60,55,44,56,51,55,58,80,74,56,59,57,58,51,57,57,57,78,75,76,58,LB,2,2,Left,"183cm / 6'0""",73kg / 161lb,['LM'],28,Australia,A-League,WS Wanderers,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-gersbach/224297,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224297_en.webp
238184,11641,Braian Guille,M,64,81,62,56,67,36,59,80,82,59,63,65,64,49,58,50,57,61,63,50,49,67,75,85,58,64,52,23,49,33,40,45,60,65,51,72,LW,2,3,Left,"170cm / 5'7""",69kg / 152lb,"['CAM', 'RM', 'LM']",28,Argentina,LPF,Dep. Riestra,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/braian-guille/238184,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238184_en.webp
239799,11642,Ben House,M,64,67,63,48,61,45,77,65,68,63,64,66,58,60,65,31,57,38,56,44,47,59,60,70,65,62,61,44,63,45,41,38,74,80,75,80,ST,3,3,Right,"180cm / 5'11""",74kg / 163lb,"['CAM', 'CM']",26,Scotland,EFL League One,Lincoln City,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-house/239799,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239799_en.webp
246184,11643,Marc-Olivier Doué,M,64,63,53,58,58,61,68,64,63,60,54,53,56,28,42,54,66,32,63,59,35,53,56,68,64,65,52,62,52,59,66,62,64,66,69,68,CDM,3,2,Right,"185cm / 6'1""",73kg / 161lb,"['CM', 'RB']",25,France,LALIGA HYPERMOTION,CD Castellón,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marc-olivier-doue/246184,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246184_en.webp
247073,11644,Udoka Godwin-Malifé,M,64,81,32,53,59,61,75,80,81,46,29,39,30,25,34,48,55,29,58,57,38,58,70,68,61,56,57,63,57,61,62,60,88,80,76,65,CB,3,2,Right,"180cm / 5'11""",79kg / 174lb,"['RB', 'RM']",25,England,EFL League One,Burton Albion,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/udoka-godwin-malife/247073,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247073_en.webp
250786,11645,Ben Jackson,M,64,73,44,61,61,57,65,74,72,57,33,61,50,32,45,64,59,59,60,60,64,59,72,61,60,60,57,57,52,54,60,58,63,85,57,60,LB,5,2,Left,"178cm / 5'10""",73kg / 161lb,"['RB', 'LM']",25,England,EFL League Two,Barrow,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-jackson/250786,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/250786_en.webp
255789,11646,Simon Stehle,M,64,90,57,55,63,34,62,91,90,62,56,63,57,45,44,53,62,34,60,47,43,61,74,72,63,63,57,37,45,32,31,30,72,60,68,47,RW,3,3,Right,"182cm / 6'0""",80kg / 176lb,"['ST', 'LW', 'RM']",24,Germany,3. Liga,Wehen Wiesbaden,"['Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simon-stehle/255789,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255789_en.webp
260456,11647,Giacomo Olzer,M,64,72,62,63,65,36,63,71,72,61,60,68,60,61,58,60,64,56,66,61,62,64,70,65,62,66,66,31,50,29,42,38,70,52,72,51,CAM,2,3,Left,"188cm / 6'2""",78kg / 172lb,['ST'],24,Italy,Serie BKT,Pescara,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giacomo-olzer/260456,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260456_en.webp
262056,11648,Theo Sander,M,64,66,62,67,66,37,63,36,39,14,12,50,12,12,20,16,54,14,36,38,28,22,42,40,49,36,46,16,13,13,14,14,58,25,62,22,GK,3,1,Right,"192cm / 6'4""",84kg / 185lb,,21,Denmark,3F Superliga,Odense BK,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/theo-sander/262056,66,62,67,63,66,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262056_en.webp
264273,11649,Henrik Skogvold,M,64,76,63,55,66,38,63,74,78,64,65,62,62,58,47,52,57,46,59,48,56,63,83,78,61,64,62,38,57,34,35,35,69,61,62,64,ST,3,3,Right,"176cm / 5'9""",72kg / 159lb,"['LW', 'LM']",21,Norway,Eliteserien,Fredrikstad FK,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/henrik-skogvold/264273,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264273_en.webp
265645,11650,Kelvin Abrefa,M,64,77,42,54,64,59,65,76,78,51,35,56,44,43,40,55,56,28,58,50,56,63,70,82,59,61,57,57,53,58,62,63,69,64,65,63,RB,3,3,Right,"174cm / 5'9""",76kg / 168lb,"['LB', 'LM']",22,Ghana,EFL League One,Reading,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kelvin-abrefa/265645,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265645_en.webp
271146,11651,Alessandro Sorrentino,M,64,64,64,60,67,40,66,39,41,5,5,45,6,9,14,13,33,12,21,18,11,12,23,26,51,13,34,10,10,6,12,10,58,20,64,26,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,23,Italy,Serie BKT,Padova,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-sorrentino/271146,64,64,60,66,67,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271146_en.webp
271666,11652,Jayden Wareham,M,64,71,64,54,61,37,74,72,71,63,65,66,58,62,64,51,57,56,56,51,55,55,71,85,63,63,61,33,59,22,43,47,75,71,75,75,ST,4,3,Right,"177cm / 5'10""",73kg / 161lb,,22,England,EFL League One,Exeter City,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jayden-wareham/271666,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271666_en.webp
272430,11653,Ale García,M,64,83,62,59,67,32,58,83,83,64,65,61,60,58,50,56,59,44,62,59,61,66,79,69,59,65,60,24,59,30,31,28,69,69,52,58,ST,3,3,Right,"181cm / 5'11""",71kg / 157lb,"['RM', 'LM']",23,Spain,LALIGA HYPERMOTION,UD Las Palmas,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ale-garcia/272430,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272430_en.webp
272875,11654,Théo Bouchlarhem,M,64,73,60,60,63,46,59,74,73,62,56,65,61,62,61,57,66,55,61,55,59,62,70,75,58,64,51,49,46,44,48,40,60,67,59,47,LM,4,2,Right,"180cm / 5'11""",72kg / 159lb,"['ST', 'LW']",25,France,Brack Super League,FC Sion,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/theo-bouchlarhem/272875,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272875_en.webp
274564,11655,Luis Gilberto Martínez,M,64,67,42,64,66,59,63,66,67,64,34,57,40,40,51,56,63,50,73,64,46,66,62,64,62,67,66,54,55,58,64,62,66,63,65,57,CM,3,2,Right,"180cm / 5'11""",77kg / 170lb,['CDM'],26,Paraguay,Sudamericana,Guaraní,['Tiki Taka'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-gilberto-martinez/274564,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274564_en.webp
277549,11656,Clayton Taylor,M,64,83,58,52,68,36,64,83,83,62,60,59,55,50,57,49,65,49,50,46,56,67,81,87,61,64,59,33,44,31,39,37,65,70,63,59,LM,5,3,Right,"175cm / 5'9""",72kg / 159lb,"['CAM', 'LW']",22,Australia,A-League,Newcastle Jets,"['Gamechanger', 'Quick Step', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/clayton-taylor/277549,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277549_en.webp
279735,11657,Remi-André Svindland,M,64,67,60,63,64,41,66,68,66,64,61,60,59,52,56,64,64,54,63,61,62,62,67,71,63,64,62,48,48,35,40,38,61,78,65,56,RW,3,3,Right,"178cm / 5'10""",73kg / 161lb,"['CM', 'RM']",28,Norway,Eliteserien,Bryne FK,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remi-andre-svindland/279735,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/279735_en.webp
71981,11658,Diogo Spencer,M,64,73,49,64,69,55,50,74,73,49,48,54,52,34,40,62,65,37,70,63,54,72,68,50,58,70,62,57,43,54,58,57,44,77,37,52,RB,3,2,Right,"178cm / 5'10""",66kg / 146lb,"['RM', 'LB']",21,Portugal,Liga Portugal,AVS Futebol SAD,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-spencer/71981,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71981_en.webp
